brygada,czas
2,05:28:00
4,05:53:00
6,06:08:00
7,06:23:00
8,06:38:00
9,06:53:00
1,07:08:00
2,07:24:00
3,07:40:00
4,07:55:00
5,08:10:00
6,08:25:00
7,08:40:00
8,08:55:00
9,09:09:00
1,09:23:00
2,09:38:00
3,09:53:00
4,10:08:00
5,10:23:00
6,10:38:00
7,10:53:00
8,11:08:00
9,11:23:00
1,11:38:00
2,11:53:00
3,12:08:00
4,12:23:00
5,12:38:00
6,12:53:00
7,13:08:00
8,13:23:00
9,13:38:00
1,13:53:00
2,14:08:00
3,14:23:00
4,14:38:00
5,14:53:00
6,15:08:00
7,15:24:00
8,15:40:00
9,15:55:00
1,16:10:00
2,16:25:00
3,16:40:00
4,16:55:00
5,17:10:00
6,17:25:00
7,17:40:00
8,17:55:00
9,18:10:00
1,18:25:00
2,18:40:00
3,18:55:00
4,19:09:00
5,19:23:00
6,19:38:00
7,19:53:00
8,20:08:00
9,20:23:00
1,20:38:00
2,20:53:00
3,21:08:00
5,21:23:00
6,21:38:00
7,21:53:00
8,22:08:00
1,22:28:00
3,22:58:00
7,23:28:00
