brygada,czas
2,05:19:00
1,05:59:00
03,06:29:00
2,06:59:00
1,07:34:00
03,08:01:00
2,08:46:00
1,09:51:00
2,10:51:00
1,11:51:00
2,12:51:00
1,13:51:00
2,14:41:00
03,15:26:00
1,16:14:00
2,16:46:00
03,17:26:00
1,18:06:00
2,18:46:00
1,19:46:00
2,20:46:00
1,21:46:00
