brygada,czas
1,05:34:00
02,05:54:00
1,06:09:00
02,06:24:00
1,06:39:00
02,06:54:00
1,07:09:00
02,07:24:00
1,07:39:00
02,07:54:00
1,08:09:00
02,08:24:00
1,08:39:00
02,08:54:00
1,09:24:00
02,09:54:00
1,10:24:00
1,10:54:00
1,11:24:00
1,11:54:00
1,12:24:00
1,12:54:00
1,13:24:00
1,13:54:00
1,14:17:00
02,14:32:00
1,14:47:00
02,15:02:00
1,15:17:00
02,15:32:00
1,15:47:00
02,16:02:00
1,16:17:00
02,16:32:00
1,16:47:00
02,17:02:00
1,17:17:00
02,17:32:00
1,17:47:00
02,18:02:00
1,18:17:00
02,18:32:00
1,18:47:00
02,19:02:00
1,19:17:00
02,19:47:00
1,20:17:00
02,20:47:00
1,21:17:00
1,21:47:00
1,22:17:00
1,22:47:00
1,23:17:00
