brygada,czas
07,05:13:00
2,05:33:00
3,05:53:00
09,06:15:00
08,06:29:00
5,06:45:00
6,07:00:00
07,07:15:00
1,07:30:00
2,07:45:00
3,08:00:00
4,08:15:00
09,08:30:00
08,08:43:00
5,08:58:00
6,09:10:00
07,09:23:00
1,09:37:00
2,09:52:00
3,10:09:00
4,10:29:00
5,10:49:00
6,11:09:00
1,11:29:00
2,11:49:00
3,12:09:00
4,12:29:00
5,12:49:00
6,13:09:00
1,13:29:00
2,13:49:00
07,14:10:00
3,14:27:00
4,14:42:00
5,14:57:00
6,15:15:00
09,15:30:00
1,15:45:00
08,16:00:00
2,16:16:00
07,16:31:00
3,16:46:00
4,17:01:00
5,17:16:00
6,17:31:00
09,17:46:00
1,18:01:00
08,18:14:00
2,18:28:00
07,18:44:00
3,18:59:00
4,19:12:00
5,19:31:00
6,19:50:00
1,20:09:00
2,20:29:00
3,20:49:00
4,21:08:00
295,21:27:00
6,21:47:00
1,22:07:00
2,22:37:00
4,23:07:00
