brygada,czas
1,04:58:00
2,05:18:00
09,05:28:00
3,05:38:00
010,05:48:00
4,05:58:00
012,06:09:00
5,06:20:00
09,06:27:00
6,06:38:00
010,06:47:00
7,06:57:00
011,07:07:00
1,07:17:00
012,07:27:00
2,07:37:00
09,07:47:00
3,07:57:00
010,08:07:00
4,08:17:00
011,08:27:00
5,08:37:00
012,08:46:00
6,08:56:00
09,09:05:00
7,09:14:00
1,09:34:00
2,09:54:00
3,10:14:00
4,10:34:00
5,10:54:00
6,11:14:00
7,11:34:00
1,11:54:00
2,12:14:00
3,12:34:00
4,12:54:00
5,13:14:00
6,13:34:00
7,13:54:00
1,14:14:00
2,14:34:00
3,14:54:00
4,15:16:00
5,15:36:00
6,15:56:00
08,16:18:00
7,16:38:00
1,16:58:00
2,17:18:00
3,17:38:00
4,17:58:00
5,18:18:00
6,18:38:00
08,18:58:00
7,19:15:00
2,19:35:00
3,19:55:00
4,20:15:00
5,20:35:00
6,21:04:00
7,21:33:00
2,22:03:00
5,22:33:00
6,23:03:00
