brygada,czas
015,04:58:00
8,05:18:00
9,05:28:00
10,05:48:00
11,05:58:00
12,06:09:00
013,06:20:00
1,06:28:00
2,06:36:00
014,06:48:00
4,07:00:00
016,07:10:00
5,07:20:00
015,07:30:00
6,07:35:00
7,07:40:00
8,07:51:00
017,08:02:00
9,08:15:00
10,08:25:00
11,08:36:00
12,08:46:00
013,08:56:00
1,09:07:00
2,09:17:00
3,09:26:00
014,09:35:00
4,09:43:00
016,09:53:00
5,10:03:00
6,10:20:00
7,10:35:00
8,10:49:00
9,11:04:00
10,11:19:00
11,11:34:00
12,11:49:00
1,12:04:00
2,12:19:00
3,12:34:00
4,12:49:00
5,13:04:00
6,13:19:00
7,13:34:00
8,13:49:00
9,14:04:00
10,14:19:00
11,14:30:00
12,14:41:00
015,14:52:00
1,15:03:00
2,15:14:00
018,15:19:00
3,15:25:00
013,15:36:00
4,15:48:00
5,15:58:00
014,16:09:00
6,16:19:00
7,16:29:00
016,16:39:00
8,16:49:00
9,16:59:00
017,17:09:00
10,17:19:00
11,17:29:00
12,17:39:00
015,17:49:00
1,17:59:00
2,18:09:00
018,18:19:00
3,18:29:00
013,18:39:00
4,18:49:00
5,18:59:00
014,19:09:00
6,19:18:00
7,19:27:00
016,19:37:00
8,19:47:00
9,19:59:00
10,20:14:00
11,20:29:00
12,20:44:00
1,20:59:00
2,21:12:00
3,21:26:00
4,21:39:00
5,21:54:00
6,22:09:00
7,22:24:00
8,22:39:00
9,22:53:00
10,23:08:00
12,23:38:00
3,24:08:00
