brygada,czas
3,05:08:00
4,05:29:00
7,05:44:00
1,05:59:00
08,06:14:00
2,06:29:00
3,06:44:00
4,07:01:00
5,07:15:00
6,07:29:00
7,07:45:00
1,07:57:00
08,08:10:00
2,08:22:00
3,08:37:00
4,08:52:00
5,09:06:00
6,09:21:00
7,09:34:00
1,09:49:00
08,10:04:00
2,10:19:00
3,10:34:00
4,10:49:00
5,11:04:00
6,11:19:00
7,11:34:00
1,11:49:00
2,12:04:00
3,12:19:00
4,12:34:00
5,12:49:00
6,13:04:00
7,13:19:00
1,13:34:00
2,13:49:00
3,14:04:00
4,14:19:00
5,14:33:00
6,14:48:00
7,15:03:00
1,15:19:00
08,15:36:00
2,15:51:00
3,16:06:00
4,16:21:00
5,16:36:00
6,16:51:00
7,17:06:00
1,17:21:00
08,17:36:00
2,17:51:00
3,18:06:00
4,18:21:00
5,18:35:00
6,18:50:00
7,19:04:00
1,19:18:00
08,19:32:00
2,19:47:00
3,20:02:00
4,20:17:00
5,20:31:00
6,20:46:00
7,21:01:00
1,21:14:00
2,21:29:00
4,21:44:00
5,21:59:00
6,22:14:00
7,22:29:00
1,22:49:00
2,23:09:00
4,23:38:00
