brygada,czas
51,04:34:00
1,05:04:00
3,05:34:00
4,05:55:00
012,06:15:00
6,06:30:00
7,06:46:00
8,07:01:00
9,07:17:00
1,07:32:00
2,07:47:00
3,08:02:00
011,08:17:00
4,08:32:00
5,08:49:00
012,09:02:00
6,09:16:00
7,09:31:00
8,09:48:00
9,10:08:00
1,10:28:00
2,10:48:00
3,11:08:00
4,11:28:00
5,11:48:00
6,12:08:00
7,12:28:00
8,12:48:00
9,13:08:00
1,13:28:00
2,13:48:00
3,14:08:00
4,14:24:00
5,14:39:00
6,14:54:00
012,15:09:00
7,15:24:00
8,15:39:00
9,15:54:00
1,16:09:00
010,16:24:00
2,16:39:00
3,16:54:00
011,17:09:00
4,17:24:00
5,17:39:00
6,17:54:00
012,18:09:00
7,18:24:00
8,18:39:00
9,18:54:00
1,19:09:00
010,19:27:00
3,19:37:00
2,19:47:00
4,20:07:00
5,20:27:00
6,20:47:00
7,21:07:00
8,21:34:00
1,21:49:00
257,22:04:00
2,22:34:00
4,22:49:00
5,23:04:00
6,23:34:00
8,24:04:00
