brygada,czas
1,05:03:00
02,05:28:00
1,05:48:00
02,06:03:00
1,06:18:00
02,06:33:00
1,06:48:00
02,07:03:00
1,07:18:00
02,07:33:00
1,07:48:00
02,08:03:00
1,08:18:00
02,08:33:00
1,08:48:00
02,09:04:00
1,09:34:00
02,10:04:00
1,10:34:00
1,11:04:00
1,11:34:00
1,12:04:00
1,12:34:00
1,13:04:00
1,13:34:00
1,14:04:00
02,14:19:00
1,14:34:00
02,14:49:00
1,15:04:00
02,15:19:00
1,15:34:00
02,15:49:00
1,16:04:00
02,16:19:00
1,16:34:00
02,16:49:00
1,17:04:00
02,17:19:00
1,17:34:00
02,17:49:00
1,18:04:00
02,18:19:00
1,18:34:00
02,18:49:00
1,19:04:00
02,19:34:00
1,20:04:00
02,20:34:00
1,21:04:00
1,21:34:00
1,22:04:00
1,22:34:00
1,23:04:00
