brygada,czas
014,04:39:00
016,04:59:00
015,05:16:00
8,05:31:00
017,05:42:00
9,05:51:00
10,06:01:00
11,06:11:00
12,06:21:00
013,06:31:00
1,06:39:00
2,06:47:00
3,06:57:00
014,07:06:00
4,07:16:00
016,07:25:00
5,07:35:00
015,07:45:00
6,07:55:00
7,08:05:00
8,08:20:00
017,08:25:00
9,08:35:00
10,08:50:00
11,09:05:00
12,09:20:00
013,09:27:00
1,09:35:00
2,09:50:00
3,10:05:00
4,10:20:00
5,10:35:00
6,10:50:00
7,11:05:00
8,11:20:00
9,11:35:00
10,11:50:00
11,12:05:00
12,12:20:00
1,12:35:00
2,12:49:00
3,13:01:00
013,13:11:00
4,13:21:00
5,13:31:00
014,13:41:00
6,13:51:00
7,14:01:00
016,14:11:00
8,14:21:00
9,14:29:00
017,14:37:00
10,14:47:00
11,14:57:00
12,15:07:00
015,15:17:00
1,15:27:00
2,15:37:00
018,15:47:00
3,15:57:00
013,16:07:00
4,16:17:00
5,16:27:00
014,16:37:00
6,16:47:00
7,16:58:00
016,17:08:00
8,17:18:00
9,17:30:00
10,17:42:00
11,17:54:00
12,18:08:00
015,18:23:00
1,18:38:00
2,18:51:00
3,19:07:00
4,19:22:00
5,19:37:00
6,19:52:00
7,20:07:00
8,20:22:00
9,20:37:00
10,20:52:00
11,21:06:00
12,21:21:00
2,21:36:00
3,21:51:00
4,22:11:00
5,22:31:00
6,22:40:00
7,22:51:00
9,23:11:00
12,23:40:00
