brygada,czas
4,05:15:00
6,05:25:00
013,05:35:00
8,05:45:00
014,05:55:00
10,06:15:00
015,06:25:00
11,06:34:00
1,06:40:00
2,06:47:00
012,06:59:00
3,07:05:00
4,07:12:00
5,07:24:00
6,07:33:00
7,07:41:00
013,07:49:00
8,07:57:00
9,08:05:00
014,08:13:00
10,08:21:00
015,08:29:00
11,08:37:00
1,08:45:00
2,08:53:00
012,09:01:00
3,09:09:00
4,09:17:00
5,09:25:00
6,09:36:00
7,09:48:00
8,10:00:00
9,10:12:00
10,10:24:00
11,10:36:00
1,10:48:00
2,11:00:00
3,11:12:00
4,11:24:00
5,11:36:00
6,11:48:00
7,12:00:00
8,12:12:00
9,12:24:00
10,12:36:00
11,12:48:00
1,13:00:00
2,13:12:00
3,13:24:00
4,13:36:00
5,13:48:00
6,14:00:00
7,14:12:00
8,14:24:00
9,14:36:00
015,14:42:00
10,14:48:00
11,15:00:00
1,15:09:00
012,15:17:00
2,15:25:00
3,15:33:00
4,15:41:00
013,15:49:00
014,15:57:00
5,16:05:00
6,16:13:00
7,16:21:00
8,16:29:00
9,16:37:00
015,16:45:00
10,16:53:00
11,17:01:00
1,17:09:00
012,17:17:00
2,17:25:00
3,17:33:00
4,17:41:00
013,17:49:00
014,17:57:00
5,18:05:00
6,18:13:00
7,18:21:00
8,18:29:00
9,18:37:00
015,18:48:00
10,19:00:00
1,19:12:00
012,19:24:00
3,19:36:00
4,19:48:00
014,20:00:00
5,20:12:00
7,20:23:00
8,20:35:00
9,20:55:00
10,21:15:00
012,21:35:00
4,21:55:00
014,22:15:00
7,22:35:00
8,22:55:00
9,23:15:00
