brygada,czas
6,04:54:00
013,05:09:00
8,05:24:00
9,05:35:00
10,05:45:00
675,05:53:00
1,06:01:00
2,06:11:00
3,06:21:00
4,06:31:00
678,06:41:00
012,06:50:00
6,06:59:00
013,07:09:00
7,07:18:00
014,07:27:00
8,07:37:00
9,07:47:00
015,07:59:00
10,08:07:00
1,08:17:00
2,08:27:00
3,08:37:00
786,08:48:00
4,09:04:00
679,09:18:00
6,09:33:00
7,09:48:00
8,10:03:00
9,10:18:00
10,10:33:00
1,10:48:00
2,11:03:00
3,11:18:00
4,11:33:00
679,11:48:00
6,12:03:00
7,12:18:00
8,12:33:00
9,12:48:00
10,13:03:00
1,13:18:00
2,13:33:00
3,13:48:00
4,14:03:00
679,14:18:00
012,14:28:00
6,14:37:00
7,14:46:00
013,14:56:00
8,15:06:00
014,15:16:00
9,15:26:00
10,15:36:00
1,15:46:00
2,15:55:00
015,16:05:00
3,16:15:00
011,16:25:00
4,16:35:00
679,16:45:00
012,16:55:00
6,17:05:00
7,17:15:00
013,17:25:00
8,17:36:00
014,17:46:00
9,17:56:00
10,18:06:00
1,18:16:00
2,18:31:00
015,18:39:00
3,18:47:00
011,18:55:00
4,19:03:00
679,19:18:00
6,19:33:00
7,19:48:00
8,20:03:00
9,20:18:00
10,20:33:00
1,20:48:00
2,21:07:00
3,21:23:00
4,21:39:00
6,21:54:00
7,22:09:00
9,22:32:00
2,23:02:00
3,23:32:00
