brygada,czas
06,03:57:00
1,04:17:00
2,04:37:00
3,04:57:00
4,05:17:00
5,05:37:00
06,05:57:00
1,06:17:00
2,06:38:00
3,06:58:00
4,07:18:00
5,07:38:00
06,07:58:00
1,08:19:00
2,08:39:00
3,09:04:00
4,09:34:00
5,10:04:00
1,10:34:00
2,11:04:00
3,11:34:00
4,12:04:00
5,12:34:00
1,13:04:00
2,13:34:00
3,14:04:00
4,14:34:00
5,15:02:00
06,15:22:00
1,15:42:00
2,16:02:00
3,16:22:00
07,16:42:00
4,17:02:00
5,17:22:00
06,17:42:00
1,18:02:00
2,18:22:00
3,18:41:00
4,19:04:00
5,19:34:00
1,20:04:00
2,20:33:00
3,21:03:00
4,21:33:00
5,22:03:00
1,22:33:00
2,23:02:00
3,23:42:00
5,24:22:00
