brygada,czas
2,04:22:00
3,04:42:00
2,05:02:00
3,05:22:00
2,05:42:00
3,05:58:00
04,06:09:00
2,06:19:00
3,06:29:00
1,06:39:00
04,06:50:00
2,07:00:00
3,07:10:00
1,07:20:00
04,07:30:00
2,07:40:00
3,07:50:00
1,08:00:00
04,08:10:00
2,08:20:00
3,08:30:00
1,08:40:00
04,08:50:00
2,08:59:00
3,09:09:00
1,09:19:00
2,09:34:00
3,09:49:00
1,10:04:00
2,10:19:00
3,10:34:00
1,10:49:00
2,11:04:00
3,11:19:00
1,11:34:00
2,11:49:00
3,12:04:00
1,12:19:00
2,12:34:00
3,12:49:00
1,13:04:00
2,13:19:00
3,13:34:00
1,13:49:00
2,14:02:00
3,14:12:00
04,14:22:00
1,14:32:00
2,14:42:00
3,14:52:00
04,15:02:00
1,15:12:00
2,15:22:00
3,15:32:00
04,15:42:00
1,15:52:00
2,16:02:00
3,16:12:00
04,16:22:00
1,16:32:00
2,16:42:00
3,16:52:00
04,17:02:00
1,17:12:00
2,17:22:00
3,17:32:00
1,17:49:00
2,18:04:00
3,18:19:00
1,18:34:00
2,18:49:00
3,19:04:00
1,19:19:00
2,19:34:00
3,19:49:00
1,20:02:00
3,20:22:00
1,20:42:00
3,21:02:00
1,21:22:00
3,21:42:00
1,22:02:00
3,22:22:00
1,22:42:00
3,23:02:00
1,23:22:00
