brygada,czas
33,05:27:00
34,06:28:00
31,07:28:00
32,08:29:00
33,09:29:00
31,10:29:00
34,11:30:00
32,12:28:00
33,13:34:00
31,14:28:00
34,15:29:00
32,16:29:00
33,17:27:00
31,18:29:00
34,19:30:00
32,20:29:00
33,21:29:00
31,22:29:00
