brygada,czas
09,07:09:00
01,07:19:00
02,07:32:00
03,07:42:00
04,07:52:00
05,08:02:00
06,08:12:00
07,08:22:00
08,08:32:00
09,08:42:00
01,08:52:00
05,14:52:00
01,15:12:00
02,15:30:00
03,15:50:00
06,16:10:00
05,16:30:00
01,16:50:00
02,17:10:00
03,17:30:00
06,17:50:00
05,18:10:00
01,18:30:00
