brygada,czas
705,04:36:00
411,04:51:00
400,05:06:00
401,05:21:00
403,05:41:00
404,06:01:00
702,06:24:00
405,06:44:00
407,06:59:00
704,07:14:00
409,07:26:00
333,07:38:00
334,07:49:00
705,08:00:00
410,08:09:00
411,08:19:00
706,08:29:00
707,08:39:00
412,08:49:00
400,08:59:00
401,09:09:00
700,09:18:00
402,09:28:00
403,09:38:00
701,09:51:00
404,10:06:00
405,10:21:00
406,10:36:00
407,10:51:00
408,11:06:00
409,11:21:00
333,11:36:00
334,11:51:00
410,12:06:00
411,12:21:00
412,12:36:00
400,12:51:00
401,13:06:00
402,13:21:00
403,13:36:00
404,13:51:00
405,14:06:00
406,14:21:00
407,14:36:00
408,14:51:00
706,15:05:00
409,15:16:00
333,15:26:00
334,15:36:00
707,15:46:00
708,15:56:00
410,16:06:00
411,16:16:00
412,16:26:00
400,16:36:00
700,16:46:00
401,16:56:00
701,17:06:00
402,17:16:00
403,17:26:00
702,17:36:00
404,17:46:00
405,17:56:00
703,18:06:00
406,18:16:00
407,18:26:00
704,18:36:00
408,18:46:00
706,18:56:00
705,19:06:00
409,19:15:00
333,19:24:00
334,19:33:00
708,19:43:00
410,19:54:00
411,20:04:00
412,20:19:00
400,20:34:00
401,20:49:00
402,21:04:00
403,21:18:00
405,21:33:00
406,21:48:00
407,22:03:00
408,22:16:00
409,22:31:00
333,22:51:00
334,23:21:00
