brygada,czas
168,23:43:00
269,24:13:00
270,24:43:00
264,25:13:00
265,25:43:00
166,26:13:00
267,26:43:00
168,27:13:00
269,27:43:00
270,28:13:00
264,28:43:00
265,29:13:00
