brygada,czas
09,06:47:00
01,06:57:00
02,07:09:00
03,07:19:00
04,07:29:00
05,07:39:00
06,07:49:00
07,07:59:00
08,08:09:00
09,08:19:00
01,08:29:00
05,14:29:00
01,14:49:00
02,15:07:00
03,15:27:00
06,15:47:00
05,16:07:00
01,16:27:00
02,16:47:00
03,17:07:00
06,17:27:00
05,17:47:00
01,18:07:00
