brygada,czas
667,04:06:00
5,04:55:00
09,05:20:00
6,05:30:00
1,05:49:00
2,05:59:00
3,06:19:00
667,06:29:00
4,06:49:00
5,07:00:00
668,07:15:00
09,07:30:00
6,07:45:00
1,08:00:00
2,08:25:00
3,08:54:00
4,09:24:00
5,09:55:00
6,10:25:00
1,10:55:00
2,11:10:00
3,11:25:00
4,11:55:00
5,12:25:00
6,12:55:00
1,13:10:00
2,13:25:00
3,13:55:00
4,14:25:00
5,14:55:00
6,15:20:00
1,15:30:00
2,15:50:00
08,16:00:00
3,16:20:00
09,16:30:00
4,16:50:00
07,17:00:00
5,17:24:00
6,17:54:00
2,18:24:00
3,18:54:00
4,19:25:00
5,19:55:00
6,20:25:00
2,20:55:00
4,21:24:00
5,21:54:00
6,22:24:00
2,22:54:00
