brygada,czas
2,04:31:00
1,05:01:00
3,05:16:00
2,05:31:00
1,05:46:00
3,06:01:00
2,06:16:00
04,06:26:00
1,06:36:00
3,06:46:00
2,06:56:00
04,07:06:00
1,07:16:00
3,07:26:00
2,07:36:00
04,07:46:00
1,07:56:00
3,08:06:00
2,08:16:00
04,08:26:00
1,08:36:00
3,08:46:00
2,08:56:00
04,09:06:00
1,09:16:00
3,09:31:00
2,09:46:00
1,10:16:00
3,10:31:00
2,10:46:00
1,11:01:00
3,11:16:00
2,11:31:00
1,11:46:00
3,12:01:00
2,12:16:00
1,12:31:00
3,12:46:00
2,13:01:00
1,13:16:00
3,13:31:00
2,13:46:00
1,14:01:00
3,14:16:00
2,14:31:00
1,14:46:00
3,15:01:00
2,15:16:00
04,15:26:00
1,15:36:00
3,15:46:00
2,15:56:00
04,16:06:00
1,16:16:00
3,16:26:00
2,16:36:00
04,16:46:00
1,16:56:00
3,17:06:00
2,17:16:00
04,17:26:00
1,17:36:00
3,17:46:00
2,17:56:00
04,18:06:00
1,18:16:00
3,18:26:00
2,18:36:00
04,18:46:00
1,18:56:00
3,19:06:00
2,19:16:00
04,19:31:00
1,19:46:00
3,20:01:00
2,20:16:00
1,20:46:00
3,21:01:00
2,21:16:00
1,21:31:00
3,21:46:00
2,22:01:00
1,22:16:00
3,22:31:00
2,22:46:00
1,23:01:00
2,23:31:00
