brygada,czas
1,05:22:00
02,06:32:00
1,07:42:00
02,08:52:00
1,10:12:00
1,12:34:00
02,13:44:00
1,14:55:00
02,16:05:00
1,17:15:00
02,18:25:00
1,20:18:00
1,22:38:00
