brygada,czas
02,05:10:00
04,05:30:00
01,05:50:00
02,06:11:00
04,06:29:00
01,06:44:00
02,06:59:00
03,07:17:00
04,07:32:00
01,07:47:00
02,08:02:00
03,08:17:00
04,08:32:00
01,08:47:00
02,09:02:00
03,09:14:00
04,09:34:00
01,14:09:00
02,14:29:00
03,14:49:00
01,15:10:00
02,15:31:00
03,15:46:00
04,16:01:00
01,16:16:00
02,16:31:00
03,16:46:00
04,17:01:00
01,17:16:00
02,17:31:00
03,17:46:00
04,18:01:00
01,18:16:00
02,18:31:00
