brygada,czas
662,04:27:00
3,04:57:00
08,05:27:00
5,05:42:00
011,05:57:00
1,06:12:00
2,06:22:00
010,06:30:00
770,06:38:00
3,06:46:00
4,07:01:00
08,07:16:00
5,07:31:00
011,07:47:00
1,08:07:00
2,08:27:00
010,08:46:00
3,09:06:00
4,09:33:00
5,10:03:00
1,10:33:00
2,11:03:00
3,11:33:00
4,12:03:00
5,12:33:00
1,13:03:00
2,13:33:00
3,14:03:00
4,14:23:00
5,14:43:00
09,15:03:00
1,15:19:00
06,15:34:00
2,15:49:00
07,16:04:00
3,16:19:00
4,16:34:00
08,16:49:00
5,17:04:00
09,17:19:00
1,17:34:00
06,17:49:00
2,18:04:00
07,18:19:00
3,18:34:00
4,18:54:00
08,19:14:00
5,19:34:00
1,20:04:00
2,20:34:00
3,21:04:00
4,21:32:00
5,22:02:00
1,22:32:00
2,23:02:00
4,24:02:00
