brygada,czas
2,05:58:00
1,06:14:00
2,06:28:00
2,06:43:00
2,06:58:00
2,07:14:00
03,07:29:00
03,07:44:00
03,07:59:00
03,08:14:00
03,08:29:00
03,08:43:00
03,08:58:00
03,09:13:00
2,09:28:00
2,09:43:00
2,09:58:00
2,10:13:00
2,10:28:00
2,10:43:00
2,10:58:00
2,11:13:00
2,11:28:00
2,11:43:00
2,11:58:00
2,12:13:00
2,12:28:00
2,12:43:00
2,12:58:00
2,13:13:00
2,13:28:00
2,13:43:00
2,13:58:00
2,14:13:00
2,14:28:00
03,14:42:00
03,14:52:00
1,15:05:00
2,15:12:00
03,15:22:00
2,15:32:00
1,15:42:00
03,15:52:00
1,16:02:00
2,16:12:00
03,16:22:00
2,16:32:00
1,16:42:00
03,16:52:00
1,17:02:00
2,17:12:00
03,17:22:00
2,17:32:00
1,17:42:00
03,17:52:00
1,18:02:00
2,18:12:00
03,18:22:00
2,18:32:00
1,18:43:00
03,18:58:00
2,19:13:00
1,19:28:00
2,19:43:00
1,19:58:00
2,20:13:00
1,20:28:00
2,20:43:00
1,20:58:00
2,21:18:00
