Time,Lon,Lat
1707953453.0,20.995503,52.187801
1707953473.0,20.995503,52.187801
1707953494.0,20.995503,52.187801
1707953514.0,20.995503,52.187801
1707953554.0,20.995503,52.187801
1707953574.0,20.995503,52.187798
1707953594.0,20.995503,52.187798
1707953615.0,20.995503,52.187798
1707953635.0,20.995503,52.187798
1707953655.0,20.995503,52.187798
1707953675.0,20.995503,52.187798
1707953695.0,20.995498,52.187796
1707953716.0,20.995498,52.187796
1707953736.0,20.995498,52.187796
1707953756.0,20.995498,52.187796
1707953776.0,20.995498,52.187796
1707953796.0,20.995493,52.187795
1707953817.0,20.995493,52.187795
1707953837.0,20.995493,52.187795
1707953857.0,20.995493,52.187795
1707953877.0,20.995493,52.187795
1707953897.0,20.995493,52.187795
1707953917.0,20.995488,52.187791
1707953938.0,20.995488,52.187791
1707953958.0,20.995488,52.187791
1707953978.0,20.995488,52.187791
1707953998.0,20.995488,52.187791
1707954018.0,20.995488,52.187791
1707954039.0,20.995488,52.187798
1707954059.0,20.995488,52.187798
1707954079.0,20.995488,52.187798
1707954099.0,20.995488,52.187798
1707954119.0,20.995488,52.187798
1707954140.0,20.995488,52.187798
1707954160.0,20.995493,52.1878
1707954180.0,20.995493,52.1878
1707954200.0,20.995493,52.1878
1707954220.0,20.995493,52.1878
1707954241.0,20.995493,52.1878
1707954261.0,20.995493,52.1878
1707954281.0,20.995488,52.1878
1707954301.0,20.995488,52.1878
1707954321.0,20.995488,52.1878
1707954342.0,20.995488,52.1878
1707954362.0,20.995488,52.1878
1707954382.0,20.995488,52.1878
1707954402.0,20.99548,52.187796
1707954422.0,20.99548,52.187796
1707954443.0,20.99548,52.187796
1707954463.0,20.99548,52.187796
1707954483.0,20.99548,52.187796
1707954503.0,20.99548,52.187796
1707954523.0,20.99547,52.187801
1707954543.0,20.99547,52.187801
1707954564.0,20.99547,52.187801
1707954584.0,20.99547,52.187801
1707954604.0,20.99547,52.187801
1707954624.0,20.99547,52.187801
1707954643.0,20.995464,52.187801
1707954665.0,20.995464,52.187801
1707954685.0,20.995464,52.187801
1707954705.0,20.995464,52.187801
1707954745.0,20.995464,52.187801
1707954766.0,20.995461,52.187803
1707954786.0,20.995461,52.187803
1707954806.0,20.995461,52.187803
1707954826.0,20.995461,52.187803
1707954846.0,20.995461,52.187803
1707954867.0,20.995461,52.187803
1707954887.0,20.995454,52.187804
1707954907.0,20.995454,52.187804
1707954927.0,20.995454,52.187804
1707954947.0,20.995454,52.187804
1707954968.0,20.995454,52.187804
1707954988.0,20.995454,52.187804
1707955008.0,20.995449,52.187801
1707955028.0,20.995449,52.187801
1707955069.0,20.995449,52.187801
1707955089.0,20.995449,52.187801
1707955109.0,20.995449,52.187801
1707955129.0,20.995451,52.187803
1707955149.0,20.995451,52.187803
1707955170.0,20.995451,52.187803
