Time,Lon,Lat
1707980646.0,21.034325,52.155899
1707980657.0,21.034183,52.155904
1707980672.0,21.03433,52.155888
1707980681.0,21.034807,52.15593
1707980707.0,21.035151,52.155678
1707980715.0,21.035145,52.155674
1707980733.0,21.035137,52.155666
1707980740.0,21.035316,52.155594
1707980756.0,21.037151,52.154511
1707980763.0,21.03797,52.154007
1707980772.0,21.03849,52.153557
1707980790.0,21.037582,52.152962
1707980795.0,21.037579,52.152966
1707980807.0,21.036776,52.152378
1707980824.0,21.035643,52.151604
1707980836.0,21.035627,52.151592
1707980843.0,21.035311,52.151379
1707980851.0,21.034672,52.15094
1707980881.0,21.032035,52.149141
1707980918.0,21.031618,52.148899
1707980924.0,21.031607,52.148895
1707980941.0,21.0302864,52.1479354
1707980953.0,21.0291601,52.1471619
1707980963.0,21.0289809,52.1470507
1707980985.0,21.0267499,52.1455264
1707980996.0,21.0264082,52.1452969
1707981007.0,21.0262045,52.1451614
1707981018.0,21.0253076,52.1444261
1707981029.0,21.0247864,52.1433181
1707981038.0,21.024454,52.142792
1707981052.0,21.025007,52.1425924
1707981060.0,21.025679,52.14249
1707981073.0,21.025816,52.142471
1707981090.0,21.027618,52.142311
1707981105.0,21.030434,52.142029
1707981119.0,21.031893,52.142208
1707981128.0,21.032272,52.142536
1707981148.0,21.032383,52.142727
1707981164.0,21.033287,52.143536
1707981172.0,21.033691,52.143852
1707981199.0,21.03421,52.144299
1707981203.0,21.034204,52.144299
1707981226.0,21.034232,52.1442859
1707981242.0,21.03422,52.144295
1707981254.0,21.034214,52.144295
1707981260.0,21.034344,52.14439
1707981276.0,21.035225,52.145042
1707981284.0,21.035564,52.14526
1707981299.0,21.037027,52.145866
1707981313.0,21.038246,52.146111
1707981341.0,21.039291,52.146358
1707981364.0,21.040136,52.146561
1707981377.0,21.041573,52.147213
1707981389.0,21.042059,52.147472
1707981395.0,21.042059,52.147469
1707981403.0,21.042059,52.147465
1707981418.0,21.042696,52.147881
1707981427.0,21.043173,52.148167
1707981444.0,21.043276,52.1483
1707981462.0,21.0449567,52.1493197
1707981470.0,21.045658,52.149757
1707981484.0,21.046392,52.150169
1707981499.0,21.046402,52.150169
1707981523.0,21.047213,52.150726
1707981530.0,21.047205,52.15073
1707981538.0,21.047207,52.150726
1707981564.0,21.04722,52.150715
1707981589.0,21.04796,52.151192
1707981605.0,21.048531,52.151615
1707981613.0,21.048592,52.151684
1707981627.0,21.049105,52.152969
1707981639.0,21.049553,52.154255
1707981656.0,21.049862,52.154667
1707981671.0,21.05014,52.1549
1707981682.0,21.050877,52.154705
1707981695.0,21.050894,52.154694
1707981704.0,21.050824,52.154687
1707981718.0,21.050894,52.154697
1707981729.0,21.050901,52.154701
1707981753.0,21.0515697,52.1545597
1707981764.0,21.0533909,52.1539611
1707981775.0,21.0554394,52.1530085
1707981787.0,21.0565462,52.1522791
1707981798.0,21.0565639,52.152269
1707981809.0,21.0573035,52.1517556
1707981821.0,21.0583917,52.1507157
1707981832.0,21.0590859,52.1498117
1707981861.0,21.05925,52.149601
1707981876.0,21.059952,52.1488
1707981901.0,21.060528,52.14827
1707981907.0,21.061003,52.147766
1707981923.0,21.062693,52.145966
1707981929.0,21.063019,52.145615
1707981944.0,21.064571,52.144717
1707981954.0,21.063881,52.14463
1707981963.0,21.064001,52.144543
1707982022.0,21.06538,52.142151
1707982032.0,21.06415,52.14175
1707982048.0,21.061935,52.141075
1707982056.0,21.061226,52.140903
1707982069.0,21.060181,52.140633
1707982081.0,21.060186,52.140606
1707982093.0,21.060024,52.140507
1707982101.0,21.059086,52.140247
1707982116.0,21.058027,52.139992
1707982123.0,21.058033,52.139988
1707982135.0,21.058135,52.139681
1707982143.0,21.058037,52.13998
1707982153.0,21.057314,52.139763
1707982191.0,21.056595,52.139576
1707982202.0,21.056587,52.139576
1707982212.0,21.056322,52.139446
1707982230.0,21.054367,52.138882
1707982239.0,21.054356,52.138874
1707982261.0,21.054338,52.138878
1707982268.0,21.053802,52.138702
1707982284.0,21.050974,52.137875
1707982292.0,21.049643,52.137508
1707982326.0,21.049889,52.136803
1707982351.0,21.052753,52.134499
1707982359.0,21.053303,52.134087
1707982371.0,21.054092,52.133457
1707982383.0,21.054104,52.133442
1707982391.0,21.054274,52.133339
1707982399.0,21.054964,52.132828
1707982430.0,21.056669,52.131176
1707982450.0,21.056749,52.13118
1707982462.0,21.058037,52.131191
1707982477.0,21.060474,52.13118
1707982496.0,21.061291,52.131145
1707982505.0,21.061481,52.131153
1707982513.0,21.062597,52.131165
1707982529.0,21.065264,52.131149
1707982541.0,21.065481,52.131165
1707982556.0,21.065523,52.131266
1707982568.0,21.065475,52.131161
1707982585.0,21.065878,52.131107
1707982602.0,21.066153,52.130795
1707982611.0,21.066151,52.130802
1707982623.0,21.06679,52.130241
1707982645.0,21.068003,52.129612
1707982653.0,21.068285,52.129204
1707982667.0,21.068592,52.12888
1707982707.0,21.0686,52.128868
1707982716.0,21.068602,52.128868
1707982724.0,21.068602,52.128864
1707982740.0,21.068573,52.128882
1707982753.0,21.0686,52.128864
1707982762.0,21.068598,52.12886
1707982770.0,21.068586,52.128864
1707982795.0,21.068588,52.128872
1707982820.0,21.068588,52.128872
1707982843.0,21.068573,52.128882
1707982853.0,21.068583,52.128883
1707982874.0,21.068573,52.128882
1707982893.0,21.068588,52.128872
1707982910.0,21.068602,52.128864
1707982917.0,21.068607,52.128864
1707982941.0,21.068619,52.128864
1707982949.0,21.068623,52.128864
1707982964.0,21.068613,52.128868
1707982977.0,21.068573,52.128882
1707983001.0,21.068617,52.128864
1707983012.0,21.068613,52.128864
1707983035.0,21.068619,52.128864
1707983043.0,21.068619,52.12886
1707983059.0,21.068613,52.128864
1707983067.0,21.068611,52.128868
1707983083.0,21.068553,52.128854
1707983091.0,21.068624,52.128872
1707983100.0,21.068624,52.128872
1707983116.0,21.068623,52.128872
1707983126.0,21.068613,52.128868
1707983151.0,21.068605,52.128868
1707983160.0,21.068604,52.128864
1707983168.0,21.068605,52.128864
1707983183.0,21.068609,52.128864
1707983220.0,21.068605,52.128857
1707983243.0,21.068611,52.128853
1707983249.0,21.068607,52.128857
1707983264.0,21.068609,52.128857
1707983272.0,21.068609,52.128857
1707983295.0,21.068605,52.128864
1707983311.0,21.068996,52.128483
1707983319.0,21.068544,52.128418
1707983334.0,21.067585,52.129387
1707983342.0,21.067118,52.129929
1707983350.0,21.066626,52.130497
1707983362.0,21.066172,52.131004
1707983377.0,21.066179,52.131016
1707983393.0,21.066177,52.131008
1707983409.0,21.066164,52.131016
1707983417.0,21.065897,52.131222
1707983432.0,21.065117,52.131279
1707983439.0,21.064873,52.131271
1707983452.0,21.064867,52.131271
1707983467.0,21.063929,52.131207
1707983491.0,21.059793,52.131226
1707983497.0,21.059357,52.131237
1707983511.0,21.059074,52.131214
1707983519.0,21.058058,52.13121
1707983535.0,21.05624,52.131268
1707983543.0,21.055958,52.131496
1707983550.0,21.055941,52.131741
1707983577.0,21.055861,52.131901
1707983585.0,21.055391,52.132572
1707983601.0,21.053757,52.133888
1707983609.0,21.053143,52.134392
1707983629.0,21.052801,52.134609
1707983642.0,21.051422,52.135616
1707983658.0,21.050068,52.136921
1707983680.0,21.049952,52.137058
1707983691.0,21.04991,52.1371
1707983698.0,21.049908,52.1371
1707983720.0,21.049826,52.137474
1707983729.0,21.0502,52.137562
1707983756.0,21.051477,52.138016
1707983764.0,21.052784,52.138386
1707983782.0,21.05514,52.13905
1707983793.0,21.055149,52.139053
1707983801.0,21.055347,52.139122
1707983809.0,21.056339,52.139385
1707983822.0,21.057337,52.139671
1707983837.0,21.057331,52.139671
1707983849.0,21.057333,52.139675
1707983850.0,21.057335,52.139675
1707983859.0,21.057816,52.13982
1707983870.0,21.05872,52.140057
1707983895.0,21.059801,52.140398
1707983915.0,21.061613,52.140915
1707983924.0,21.061817,52.141022
1707983939.0,21.063738,52.141613
1707983964.0,21.065735,52.142181
1707983984.0,21.065786,52.142209
1707984013.0,21.066002,52.142689
1707984023.0,21.065725,52.143021
1707984049.0,21.064442,52.144341
1707984054.0,21.064167,52.144634
1707984064.0,21.063822,52.145016
1707984091.0,21.063343,52.145652
1707984111.0,21.063044,52.145866
1707984127.0,21.061684,52.147236
1707984135.0,21.060823,52.148178
1707984147.0,21.06048,52.148666
1707984159.0,21.05966,52.149464
1707984170.0,21.059149,52.150089
1707984180.0,21.059147,52.150089
1707984189.0,21.058985,52.150192
1707984213.0,21.056738,52.152454
1707984221.0,21.056335,52.152721
