VehicleNumber,line,brigade,Before time,On time,Delay under 2 minutes,Delay from 2 to 5 minutes,Delay from 5 to 10 minutes,Delay from 10 to 30 minutes,Delay from 30 minutes to 1 hour
8880,148,3,0,0,0,0,0,0,0
8881,136,3,0,0,0,0,0,0,0
8882,136,16,0,0,0,0,0,0,0
8886,174,5,0,0,0,0,0,0,0
8891,136,17,0,0,0,0,0,0,0
8892,522,4,0,0,0,0,0,0,0
8893,141,5,0,0,0,0,0,0,0
8894,401,21,0,0,0,0,0,0,0
8896,308,1,0,0,0,0,0,0,0
8897,148,9,0,0,0,0,0,0,0
9062,262,1,0,0,0,0,0,0,0
9071,104,2,0,0,0,0,0,0,0
9073,211,2,0,0,0,0,0,0,0
9074,211,3,0,0,0,0,0,0,0
9075,211,8,0,0,0,0,0,0,0
9081,N03,1,0,0,0,2,0,0,0
9084,N03,5,4,0,0,0,0,0,0
9086,104,1,0,0,0,0,0,0,0
9092,511,461,0,0,0,0,0,0,0
9201,305,1,0,0,0,0,0,0,0
9202,264,1,0,0,0,0,0,0,0
9203,201,2,0,0,0,0,0,0,0
9204,209,572,0,0,0,0,0,0,0
9205,239,775,0,0,0,0,0,0,0
9206,203,1,0,0,0,0,0,0,0
9207,N50,1,0,0,0,0,0,0,0
9208,511,460,0,0,0,0,0,0,0
9210,264,1,0,0,0,0,0,0,0
9211,201,3,0,0,0,0,0,0,0
9212,203,3,0,0,0,0,0,0,0
9214,201,5,0,0,0,0,0,0,0
9215,N50,1,1,0,0,1,0,0,0
9219,210,472,0,0,0,0,0,0,0
9220,N13,348,0,0,0,0,0,0,0
9226,201,1,0,0,0,0,0,0,0
9227,239,574,0,0,0,0,0,0,0
9229,211,6,0,0,0,0,0,0,0
9230,209,571,0,0,0,0,0,0,0
9231,164,1,0,0,0,0,0,0,0
9232,211,5,0,0,0,0,0,0,0
9242,164,2,0,0,0,0,0,0,0
9245,164,3,2,0,1,0,0,0,0
9251,201,4,0,0,0,0,0,0,0
9252,Z12,1,0,0,0,0,0,0,0
9253,133,2,0,0,0,0,0,0,0
9312,179,7,0,0,0,0,0,0,0
9315,739,1,0,0,0,0,0,0,0
9316,145,469,0,0,0,0,0,0,0
9317,179,10,0,0,0,0,0,0,0
9318,135,1,0,0,0,0,0,0,0
9320,739,2,0,0,0,0,0,0,0
9322,N03,4,1,0,0,1,0,0,0
9323,135,6,0,0,0,0,0,0,0
9325,739,4,0,0,0,0,0,0,0
9327,N02,1,0,0,0,1,0,0,0
9332,198,3,0,0,0,0,0,0,0
9333,142,4,0,0,0,0,0,0,0
9334,739,6,0,0,0,0,0,0,0
9337,256,2,0,0,0,0,0,0,0
9339,N02,2,0,0,0,1,0,0,0
9341,739,3,0,0,0,0,0,0,0
9342,N03,6,0,0,0,0,0,0,0
9343,135,2,0,0,0,0,0,0,0
9346,234,1,0,0,0,0,0,0,0
9348,179,5,0,0,0,0,0,0,0
9350,198,1,0,0,0,0,0,0,0
9352,179,9,0,0,0,0,0,0,0
9356,179,4,0,0,0,0,0,0,0
9357,135,3,0,0,0,0,0,0,0
9359,142,3,0,0,0,0,0,0,0
9405,516,4,0,0,0,0,0,0,0
9416,152,4,0,0,0,0,0,0,0
9419,N64,2,0,1,0,0,0,0,0
9420,103,2,0,0,0,0,0,0,0
9424,N01,6,0,0,0,0,0,0,0
9425,N91,181,0,0,0,0,0,0,0
9429,157,10,0,0,0,0,0,0,0
9431,103,6,0,0,0,0,0,0,0
9435,152,1,0,0,0,0,0,0,0
9437,516,3,0,0,0,0,0,0,0
9442,743,2,0,0,0,0,0,0,0
9443,N46,1,1,0,0,0,0,0,0
9449,N64,1,2,1,0,0,0,0,0
9451,743,3,0,0,0,0,0,0,0
9456,103,4,0,0,0,0,0,0,0
9457,N01,5,0,0,0,0,0,0,0
9459,184,430,0,0,0,0,0,0,0
9501,N03,2,0,0,1,0,0,0,0
9503,719,662,0,0,0,0,0,0,0
9507,159,4,0,0,0,0,0,0,0
9508,159,1,0,0,0,0,0,0,0
9509,121,3,0,0,0,0,0,0,0
9510,159,8,0,0,0,0,0,0,0
9512,715,54,0,0,0,0,0,0,0
9513,194,1,0,0,0,0,0,0,0
9514,220,4,0,0,0,0,0,0,0
9515,121,1,0,0,0,0,0,0,0
9519,159,6,0,0,0,0,0,0,0
9522,104,4,0,0,0,0,0,0,0
9523,715,52,0,0,0,0,0,0,0
9524,707,2,0,0,0,0,0,0,0
9525,159,2,0,0,0,0,0,0,0
9529,737,55,0,0,0,0,0,0,0
9532,194,2,0,0,0,0,0,0,0
9534,194,4,0,0,0,0,0,0,0
9536,737,53,0,0,0,0,0,0,0
9539,N02,3,0,0,0,0,0,0,0
9542,713,65,0,0,0,0,0,0,0
9543,712,1,0,0,0,0,0,0,0
9545,713,63,0,0,0,0,0,0,0
9555,159,7,0,0,0,0,0,0,0
9679,705,71,0,0,0,0,0,0,0
9685,705,72,0,0,0,0,0,0,0
9686,204,1,0,0,0,0,0,0,0
9689,226,3,0,0,0,0,0,0,0
9690,N14,124,3,0,0,0,0,1,0
9699,226,1,0,0,0,0,0,0,0
9801,817,3,0,0,0,0,0,0,0
9802,167,8,0,0,0,0,0,0,0
9803,131,1,0,0,0,0,0,0,0
9804,167,13,0,0,0,0,0,0,0
9805,185,4,0,0,0,0,0,0,0
9806,167,7,0,0,0,0,0,0,0
9807,131,4,0,0,0,0,0,0,0
9808,131,5,0,0,0,0,0,0,0
9809,131,5,0,0,0,0,0,0,0
9810,185,1,0,0,0,0,0,0,0
9811,131,12,0,0,0,0,0,0,0
9812,167,10,0,0,0,0,0,0,0
9813,167,601,0,0,0,0,0,0,0
9815,131,8,0,0,0,0,0,0,0
9816,185,8,0,0,0,0,0,0,0
9817,131,10,0,0,0,0,0,0,0
9818,817,1,0,0,0,0,0,0,0
9819,817,2,0,0,0,0,0,0,0
9820,167,1,0,0,0,0,0,0,0
9821,131,11,0,0,0,0,0,0,0
9822,817,3,0,0,0,0,0,0,0
9823,167,17,0,0,0,0,0,0,0
9824,185,13,0,0,0,0,0,0,0
9825,131,7,0,0,0,0,0,0,0
9826,185,1,0,0,0,0,0,0,0
9827,131,14,0,0,0,0,0,0,0
9828,185,2,0,0,0,0,0,0,0
9829,185,6,0,0,0,0,0,0,0
9830,131,9,0,0,0,0,0,0,0
9831,N32,140,0,2,0,0,0,0,0
9832,131,2,0,0,0,0,0,0,0
9833,167,9,0,0,0,0,0,0,0
9834,185,3,0,0,0,0,0,0,0
9835,185,7,0,0,0,0,0,0,0
9836,185,51,0,0,0,0,0,0,0
9837,817,4,0,0,0,0,0,0,0
9838,185,15,0,0,0,0,0,0,0
9839,185,11,0,0,0,0,0,0,0
9840,131,6,0,0,0,0,0,0,0
9841,167,3,0,0,0,0,0,0,0
9842,167,4,0,0,0,0,0,0,0
9843,N35,136,2,0,1,0,0,0,0
9844,131,3,0,0,0,0,0,0,0
9845,185,12,0,0,0,0,0,0,0
9846,167,12,0,0,0,0,0,0,0
9847,131,11,0,0,0,0,0,0,0
9848,167,16,0,0,0,0,0,0,0
9849,131,13,0,0,0,0,0,0,0
9850,167,6,0,0,0,0,0,0,0
9851,167,2,0,0,0,0,0,0,0
9853,167,5,0,0,0,0,0,0,0
9854,N42,2,1,0,0,0,0,0,0
9903,114,4,0,0,0,0,0,0,0
9907,186,2,0,0,0,0,0,0,0
9908,N42,1,1,0,0,0,0,0,0
9909,186,3,0,0,0,0,0,0,0
9910,114,7,0,0,0,0,0,0,0
9912,193,4,0,0,0,0,0,0,0
9913,186,10,0,0,0,0,0,0,0
9917,N42,216,1,0,0,0,0,0,0
9919,210,6,0,0,0,0,0,0,0
9920,112,16,0,0,0,0,0,0,0
9923,184,495,0,0,0,0,0,0,0
9925,114,2,0,0,0,0,0,0,0
9927,210,2,0,0,0,0,0,0,0
9929,N42,218,1,0,0,0,0,0,0
9936,193,2,0,0,0,0,0,0,0
9937,719,9,0,0,0,0,0,0,0
9940,193,1,0,0,0,0,0,0,0
9941,186,494,0,0,0,0,0,0,0
9944,186,11,0,0,0,0,0,0,0
9950,193,3,0,0,0,0,0,0,0
9954,186,12,0,0,0,0,0,0,0
9955,114,6,0,0,0,0,0,0,0
